calories,carbo,cups,fat,fiber,potass,protein,rating,sodium,sugars,vitamins,weight,mfr_G,mfr_K,mfr_N,mfr_P,mfr_Q,mfr_R,type_H,name
0.5454545454545454,0.5416666666666666,0.6000000000000001,0.2,0.0,0.1691842900302115,0.0,0.06203366572316876,0.5625,0.875,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cocoa Puffs
0.5454545454545454,0.9583333333333333,0.6000000000000001,0.0,0.0,0.07854984894259819,0.2,0.30929857964085866,0.875,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Corn Chex
0.45454545454545453,0.9166666666666666,0.6000000000000001,0.0,0.07142857142857142,0.10876132930513595,0.2,0.367693830068943,0.90625,0.1875,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Corn Flakes
0.5454545454545454,0.5833333333333333,0.6000000000000001,0.0,0.07142857142857142,0.0634441087613293,0.0,0.23446281750109882,0.28125,0.8125,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Corn Pops
0.5454545454545454,0.5416666666666666,0.6000000000000001,0.2,0.0,0.19939577039274925,0.0,0.057540885649414175,0.5625,0.875,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Count Chocula
0.5454545454545454,0.4583333333333333,0.2,0.6000000000000001,0.2857142857142857,0.48640483383685795,0.4000000000000001,0.29613151827836154,0.4375,0.5,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cracklin' Oat Bran
0.45454545454545453,0.9166666666666666,0.6000000000000001,0.0,0.07142857142857142,0.0,0.4000000000000001,0.614455440223866,0.25,0.0625,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Cream of Wheat (Quick)
0.5454545454545454,0.9166666666666666,0.6000000000000001,0.0,0.07142857142857142,0.09365558912386707,0.2,0.38133765613389786,0.6875,0.25,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Crispix
0.45454545454545453,0.5,0.4000000000000001,0.2,0.14285714285714285,0.3655589123867069,0.2,0.23966231900555818,0.4375,0.6875,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Crispy Wheat & Raisins
0.45454545454545453,0.7916666666666666,0.4000000000000001,0.0,0.07142857142857142,0.24471299093655588,0.2,0.34743971618748265,0.59375,0.375,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Double Chex
0.5454545454545454,0.5,0.6000000000000001,0.2,0.07142857142857142,0.09365558912386707,0.2,0.1872104832037288,0.390625,0.875,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Froot Loops
0.5454545454545454,0.6249999999999999,0.4000000000000001,0.0,0.07142857142857142,0.07854984894259819,0.0,0.1770123866966828,0.625,0.75,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Frosted Flakes
0.45454545454545453,0.6249999999999999,0.4400000000000001,0.0,0.21428571428571427,0.3051359516616314,0.4000000000000001,0.532661805234198,0.0,0.5,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Frosted Mini-Wheats
0.6363636363636362,0.5416666666666666,0.336,0.4,0.3571428571428571,0.607250755287009,0.4000000000000001,0.3023205513791119,0.5,0.6875,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Fruit & Fibre Dates; Walnuts; and Oats
0.6363636363636362,0.6249999999999999,0.336,0.0,0.3571428571428571,0.5770392749244713,0.4000000000000001,0.30362166581743005,0.75,0.8125,0.25,0.8300000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Fruitful Bran
0.5454545454545454,0.5833333333333333,0.4000000000000001,0.2,0.0,0.07854984894259819,0.0,0.13194081509357775,0.421875,0.8125,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Fruity Pebbles
0.45454545454545453,0.5,0.504,0.0,0.0,0.12386706948640483,0.2,0.22745339966353811,0.140625,1.0,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Golden Crisp
0.5454545454545454,0.6666666666666666,0.4000000000000001,0.2,0.0,0.13897280966767372,0.0,0.0761437360264347,0.875,0.625,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Golden Grahams
0.45454545454545453,0.6666666666666666,0.504,0.2,0.21428571428571427,0.2598187311178248,0.4000000000000001,0.4498165335464495,0.4375,0.375,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Grape Nuts Flakes
0.5454545454545454,0.7499999999999999,0.0,0.0,0.21428571428571427,0.27492447129909364,0.4000000000000001,0.4669203499492302,0.53125,0.25,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Grape-Nuts
0.6363636363636362,0.5833333333333333,0.064,0.6000000000000001,0.21428571428571427,0.3051359516616314,0.4000000000000001,0.36701174449900326,0.234375,0.3125,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Great Grains Pecan
0.6363636363636362,0.5416666666666666,0.6000000000000001,0.4,0.07142857142857142,0.13897280966767372,0.0,0.05059921642895776,0.6875,0.75,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Honey Graham Ohs
0.5454545454545454,0.5208333333333333,0.4000000000000001,0.2,0.10714285714285714,0.27492447129909364,0.4000000000000001,0.17220474604835312,0.78125,0.6875,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Honey Nut Cheerios
0.5454545454545454,0.6249999999999999,0.8640000000000001,0.0,0.0,0.10876132930513595,0.0,0.14141252377462998,0.5625,0.75,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Honey-comb
0.5454545454545454,0.7499999999999999,0.6000000000000001,0.2,0.07142857142857142,0.18429003021148035,0.2,0.24425493775539636,0.53125,0.4375,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Just Right Crunchy  Nuggets
0.8181818181818181,0.8749999999999999,0.4000000000000001,0.2,0.14285714285714285,0.2900302114803625,0.4000000000000001,0.24356541120390574,0.53125,0.625,1.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Just Right Fruit & Nut
0.5454545454545454,0.9166666666666666,1.0000000000000002,0.2,0.0,0.12386706948640483,0.2,0.28017030886853594,0.8125,0.25,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kix
0.45454545454545453,0.5416666666666666,0.336,0.4,0.14285714285714285,0.2900302114803625,0.6000000000000001,0.3606196109302389,0.46875,0.4375,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Life
0.5454545454545454,0.5416666666666666,0.6000000000000001,0.2,0.0,0.1691842900302115,0.2,0.11487479834840875,0.5625,0.8125,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Lucky Charms
0.45454545454545453,0.7083333333333333,0.6000000000000001,0.2,0.0,0.2900302114803625,0.6000000000000001,0.48647982243042526,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Maypo
0.909090909090909,0.7083333333333333,0.6000000000000001,0.6000000000000001,0.21428571428571427,0.5166163141993958,0.6000000000000001,0.2523591314807034,0.296875,0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Muesli Raisins; Dates; & Almonds
0.909090909090909,0.7083333333333333,0.6000000000000001,0.6000000000000001,0.21428571428571427,0.5166163141993958,0.6000000000000001,0.2127474957363374,0.46875,0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Muesli Raisins; Peaches; & Pecans
1.0,0.7499999999999999,0.336,0.4,0.21428571428571427,0.48640483383685795,0.4000000000000001,0.1621750694842955,0.46875,0.875,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mueslix Crispy Blend
0.45454545454545453,0.6666666666666666,0.6000000000000001,0.2,0.14285714285714285,0.27492447129909364,0.2,0.2916007535137061,0.6875,0.4375,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Multi-Grain Cheerios
0.6363636363636362,0.6666666666666666,0.336,0.2,0.0,0.12386706948640483,0.2,0.15703291508276523,0.59375,0.625,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nut&Honey Crunch
0.8181818181818181,0.9166666666666666,0.336,0.4,0.21428571428571427,0.3957703927492447,0.4000000000000001,0.2993504102406093,0.6875,0.5,0.25,0.8300000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nutri-Grain Almond-Raisin
0.3636363636363636,0.7916666666666666,0.6000000000000001,0.0,0.21428571428571427,0.27492447129909364,0.4000000000000001,0.5498130165922919,0.53125,0.1875,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nutri-grain Wheat
0.7272727272727271,0.6041666666666666,0.2,0.4,0.10714285714285714,0.3655589123867069,0.4000000000000001,0.163992254982322,0.53125,0.6875,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Oatmeal Raisin Crisp
0.6363636363636362,0.5,0.336,0.2,0.42857142857142855,0.7885196374622356,0.4000000000000001,0.2616601073026547,0.625,0.9375,0.25,0.8300000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Post Nat. Raisin Bran
0.45454545454545453,0.8749999999999999,0.6000000000000001,0.0,0.07142857142857142,0.13897280966767372,0.4000000000000001,0.31007203200557815,1.0,0.25,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Product 19
0.0,0.5833333333333333,0.6000000000000001,0.0,0.0,0.04833836858006042,0.0,0.5645267976509389,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Puffed Rice
0.0,0.4583333333333333,0.6000000000000001,0.0,0.07142857142857142,0.1540785498489426,0.2,0.5942581183454678,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Puffed Wheat
0.45454545454545453,0.6249999999999999,0.2,0.2,0.14285714285714285,0.33534743202416917,0.6000000000000001,0.41591548768411163,0.421875,0.4375,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Quaker Oat Squares
0.45454545454545453,0.0,0.336,0.4,0.19285714285714287,0.33534743202416917,0.8,0.4333154630826142,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Quaker Oatmeal
0.6363636363636362,0.6249999999999999,0.4000000000000001,0.2,0.3571428571428571,0.72809667673716,0.4000000000000001,0.2804093057946175,0.65625,0.8125,0.25,0.8300000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Raisin Bran
0.45454545454545453,0.4791666666666667,0.2,0.4,0.17857142857142855,0.4259818731117824,0.4000000000000001,0.2862801873715812,0.4375,0.5625,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Raisin Nut Bran
0.3636363636363636,0.6666666666666666,0.2,0.0,0.14285714285714285,0.33534743202416917,0.2,0.4928532279870093,0.0,0.4375,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Raisin Squares
0.5454545454545454,0.9999999999999999,0.704,0.0,0.0,0.09365558912386707,0.0,0.3166194745871383,0.75,0.1875,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Rice Chex
0.5454545454545454,0.9583333333333333,0.6000000000000001,0.0,0.0,0.10876132930513595,0.2,0.29760368277570454,0.90625,0.25,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Rice Krispies
0.27272727272727276,0.7083333333333333,0.6000000000000001,0.0,0.21428571428571427,0.2900302114803625,0.2,0.6633844404529239,0.0,0.0625,0.0,0.32999999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shredded Wheat
0.3636363636363636,0.8333333333333333,0.336,0.0,0.2857142857142857,0.4259818731117824,0.4000000000000001,0.7458176165727233,0.0,0.0625,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shredded Wheat 'n'Bran
0.3636363636363636,0.8749999999999999,0.336,0.0,0.21428571428571427,0.3655589123867069,0.4000000000000001,0.7237304307637087,0.0,0.0625,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shredded Wheat spoon size
0.5454545454545454,0.4166666666666667,0.4000000000000001,0.2,0.07142857142857142,0.12386706948640483,0.2,0.17429082456529965,0.21875,1.0,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Smacks
0.5454545454545454,0.7083333333333333,0.6000000000000001,0.0,0.07142857142857142,0.1691842900302115,1.0000000000000002,0.4637525403914123,0.71875,0.25,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Special K
0.3636363636363636,0.6666666666666666,0.6000000000000001,0.0,0.21428571428571427,0.27492447129909364,0.2,0.5461276292751265,0.046875,0.375,0.25,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Strawberry Fruit Wheats
0.5454545454545454,0.9166666666666666,0.6000000000000001,0.2,0.0,0.10876132930513595,0.2,0.27486556307262106,0.625,0.25,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Total Corn Flakes
0.8181818181818181,0.6666666666666666,0.6000000000000001,0.2,0.2857142857142857,0.6978851963746223,0.4000000000000001,0.13943492763169646,0.59375,0.9375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Total Raisin Bran
0.45454545454545453,0.7083333333333333,0.6000000000000001,0.2,0.21428571428571427,0.33534743202416917,0.4000000000000001,0.37820795021695225,0.625,0.25,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Total Whole Grain
0.5454545454545454,0.9166666666666666,0.4000000000000001,0.2,0.0,0.18429003021148035,0.2,0.27838685229576293,0.78125,0.25,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Triples
0.5454545454545454,0.5833333333333333,0.6000000000000001,0.2,0.0,0.07854984894259819,0.0,0.12833975008954623,0.4375,0.8125,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Trix
0.45454545454545453,0.7499999999999999,0.336,0.2,0.21428571428571427,0.35045317220543803,0.4000000000000001,0.41955761686163956,0.71875,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Wheat Chex
0.45454545454545453,0.7499999999999999,0.6000000000000001,0.2,0.21428571428571427,0.33534743202416917,0.4000000000000001,0.44341036388104743,0.625,0.25,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Wheaties
0.5454545454545454,0.7083333333333333,0.4000000000000001,0.2,0.07142857142857142,0.18429003021148035,0.2,0.2398124999529157,0.625,0.5625,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Wheaties Honey Gold
